# r numerical exact
0.91331 0.366411 0.366415
0.913399 0.366414 0.366418
0.913487 0.366417 0.366421
0.913576 0.36642 0.366424
0.913665 0.366423 0.366427
0.913753 0.366426 0.36643
0.913842 0.366429 0.366433
0.913931 0.366432 0.366436
0.914019 0.366436 0.366439
0.914108 0.366439 0.366442
0.914197 0.366442 0.366445
0.914285 0.366445 0.366448
0.914374 0.366448 0.366451
0.914463 0.366451 0.366454
0.914552 0.366454 0.366457
0.91464 0.366457 0.36646
0.914729 0.36646 0.366463
0.914818 0.366463 0.366467
0.914907 0.366466 0.36647
0.914995 0.366469 0.366473
0.915084 0.366472 0.366476
0.915173 0.366475 0.366479
0.915262 0.366478 0.366482
0.915351 0.366481 0.366485
0.915439 0.366484 0.366488
0.915528 0.366487 0.366491
0.915617 0.36649 0.366494
0.915706 0.366493 0.366497
0.915795 0.366496 0.3665
0.915884 0.366499 0.366503
0.915973 0.366502 0.366506
0.916061 0.366505 0.366509
0.91615 0.366508 0.366512
0.916239 0.366511 0.366515
0.916328 0.366514 0.366518
0.916417 0.366517 0.366521
0.916506 0.36652 0.366523
0.916595 0.366523 0.366526
0.916684 0.366526 0.366529
0.916773 0.366529 0.366532
0.916862 0.366532 0.366535
0.916951 0.366535 0.366538
0.91704 0.366538 0.366541
0.917129 0.366541 0.366544
0.917218 0.366544 0.366547
0.917307 0.366546 0.36655
0.917396 0.366549 0.366553
0.917485 0.366552 0.366556
0.917574 0.366555 0.366559
0.917663 0.366558 0.366562
0.917752 0.366561 0.366565
0.917841 0.366564 0.366568
0.91793 0.366567 0.366571
0.918019 0.36657 0.366574
0.918108 0.366573 0.366576
0.918197 0.366576 0.366579
0.918286 0.366579 0.366582
0.918375 0.366582 0.366585
0.918464 0.366584 0.366588
0.918554 0.366587 0.366591
0.918643 0.36659 0.366594
0.918732 0.366593 0.366597
0.918821 0.366596 0.3666
0.91891 0.366599 0.366603
0.918999 0.366602 0.366605
0.919088 0.366605 0.366608
0.919178 0.366608 0.366611
0.919267 0.36661 0.366614
0.919356 0.366613 0.366617
0.919445 0.366616 0.36662
0.919534 0.366619 0.366623
0.919624 0.366622 0.366625
0.919713 0.366625 0.366628
0.919802 0.366628 0.366631
0.919891 0.36663 0.366634
0.919981 0.366633 0.366637
0.92007 0.366636 0.36664
0.920159 0.366639 0.366643
0.920248 0.366642 0.366645
0.920338 0.366645 0.366648
0.920427 0.366647 0.366651
0.920516 0.36665 0.366654
0.920606 0.366653 0.366657
0.920695 0.366656 0.36666
0.920784 0.366659 0.366662
0.920874 0.366662 0.366665
0.920963 0.366664 0.366668
0.921052 0.366667 0.366671
0.921142 0.36667 0.366674
0.921231 0.366673 0.366676
0.92132 0.366676 0.366679
0.92141 0.366678 0.366682
0.921499 0.366681 0.366685
0.921588 0.366684 0.366688
0.921678 0.366687 0.36669
0.921767 0.36669 0.366693
0.921857 0.366692 0.366696
0.921946 0.366695 0.366699
0.922036 0.366698 0.366702
0.922125 0.366701 0.366704
0.922215 0.366703 0.366707
0.922304 0.366706 0.36671
0.922393 0.366709 0.366713
0.922483 0.366712 0.366715
0.922572 0.366714 0.366718
0.922662 0.366717 0.366721
0.922751 0.36672 0.366724
0.922841 0.366723 0.366726
0.92293 0.366725 0.366729
0.92302 0.366728 0.366732
0.92311 0.366731 0.366735
0.923199 0.366734 0.366737
0.923289 0.366736 0.36674
0.923378 0.366739 0.366743
0.923468 0.366742 0.366745
0.923557 0.366745 0.366748
0.923647 0.366747 0.366751
0.923737 0.36675 0.366754
0.923826 0.366753 0.366756
0.923916 0.366755 0.366759
0.924005 0.366758 0.366762
0.924095 0.366761 0.366764
0.924185 0.366763 0.366767
0.924274 0.366766 0.36677
0.924364 0.366769 0.366773
0.924454 0.366772 0.366775
0.924543 0.366774 0.366778
0.924633 0.366777 0.366781
0.924723 0.36678 0.366783
0.924812 0.366782 0.366786
0.924902 0.366785 0.366789
0.924992 0.366788 0.366791
0.925082 0.36679 0.366794
0.925171 0.366793 0.366797
0.925261 0.366796 0.366799
0.925351 0.366798 0.366802
0.925441 0.366801 0.366805
0.92553 0.366804 0.366807
0.92562 0.366806 0.36681
0.92571 0.366809 0.366813
0.9258 0.366811 0.366815
0.92589 0.366814 0.366818
0.925979 0.366817 0.36682
0.926069 0.366819 0.366823
0.926159 0.366822 0.366826
0.926249 0.366825 0.366828
0.926339 0.366827 0.366831
0.926429 0.36683 0.366834
0.926518 0.366833 0.366836
0.926608 0.366835 0.366839
0.926698 0.366838 0.366841
0.926788 0.36684 0.366844
0.926878 0.366843 0.366847
0.926968 0.366846 0.366849
0.927058 0.366848 0.366852
0.927148 0.366851 0.366854
0.927238 0.366853 0.366857
0.927328 0.366856 0.36686
0.927417 0.366858 0.366862
0.927507 0.366861 0.366865
0.927597 0.366864 0.366867
0.927687 0.366866 0.36687
0.927777 0.366869 0.366873
0.927867 0.366871 0.366875
0.927957 0.366874 0.366878
0.928047 0.366876 0.36688
0.928137 0.366879 0.366883
0.928227 0.366882 0.366885
0.928317 0.366884 0.366888
0.928407 0.366887 0.36689
0.928497 0.366889 0.366893
0.928588 0.366892 0.366896
0.928678 0.366894 0.366898
0.928768 0.366897 0.366901
0.928858 0.366899 0.366903
0.928948 0.366902 0.366906
0.929038 0.366904 0.366908
0.929128 0.366907 0.366911
0.929218 0.366909 0.366913
0.929308 0.366912 0.366916
0.929398 0.366915 0.366918
0.929489 0.366917 0.366921
0.929579 0.36692 0.366923
0.929669 0.366922 0.366926
0.929759 0.366925 0.366928
0.929849 0.366927 0.366931
0.929939 0.36693 0.366933
0.93003 0.366932 0.366936
0.93012 0.366934 0.366938
0.93021 0.366937 0.366941
0.9303 0.366939 0.366943
0.93039 0.366942 0.366946
0.930481 0.366944 0.366948
0.930571 0.366947 0.366951
0.930661 0.366949 0.366953
0.930751 0.366952 0.366956
0.930842 0.366954 0.366958
0.930932 0.366957 0.366961
0.931022 0.366959 0.366963
0.931113 0.366962 0.366965
0.931203 0.366964 0.366968
0.931293 0.366967 0.36697
0.931384 0.366969 0.366973
0.931474 0.366971 0.366975
0.931564 0.366974 0.366978
0.931655 0.366976 0.36698
0.931745 0.366979 0.366983
0.931835 0.366981 0.366985
0.931926 0.366984 0.366987
0.932016 0.366986 0.36699
0.932106 0.366988 0.366992
0.932197 0.366991 0.366995
0.932287 0.366993 0.366997
0.932378 0.366996 0.366999
0.932468 0.366998 0.367002
0.932559 0.367 0.367004
0.932649 0.367003 0.367007
0.932739 0.367005 0.367009
0.93283 0.367008 0.367011
0.93292 0.36701 0.367014
0.933011 0.367012 0.367016
0.933101 0.367015 0.367019
0.933192 0.367017 0.367021
0.933282 0.36702 0.367023
0.933373 0.367022 0.367026
0.933463 0.367024 0.367028
0.933554 0.367027 0.36703
0.933644 0.367029 0.367033
0.933735 0.367031 0.367035
0.933826 0.367034 0.367038
0.933916 0.367036 0.36704
0.934007 0.367038 0.367042
0.934097 0.367041 0.367045
0.934188 0.367043 0.367047
0.934278 0.367045 0.367049
0.934369 0.367048 0.367052
0.93446 0.36705 0.367054
0.93455 0.367052 0.367056
0.934641 0.367055 0.367059
0.934732 0.367057 0.367061
0.934822 0.367059 0.367063
0.934913 0.367062 0.367066
0.935004 0.367064 0.367068
0.935094 0.367066 0.36707
0.935185 0.367069 0.367072
0.935276 0.367071 0.367075
0.935366 0.367073 0.367077
0.935457 0.367076 0.367079
0.935548 0.367078 0.367082
0.935638 0.36708 0.367084
0.935729 0.367082 0.367086
0.93582 0.367085 0.367089
0.935911 0.367087 0.367091
0.936001 0.367089 0.367093
0.936092 0.367092 0.367095
0.936183 0.367094 0.367098
0.936274 0.367096 0.3671
0.936365 0.367098 0.367102
0.936455 0.367101 0.367104
0.936546 0.367103 0.367107
0.936637 0.367105 0.367109
0.936728 0.367107 0.367111
0.936819 0.36711 0.367114
0.93691 0.367112 0.367116
0.937 0.367114 0.367118
0.937091 0.367116 0.36712
0.937182 0.367119 0.367122
0.937273 0.367121 0.367125
0.937364 0.367123 0.367127
0.937455 0.367125 0.367129
0.937546 0.367128 0.367131
0.937637 0.36713 0.367134
0.937728 0.367132 0.367136
0.937818 0.367134 0.367138
0.937909 0.367136 0.36714
0.938 0.367139 0.367142
0.938091 0.367141 0.367145
0.938182 0.367143 0.367147
0.938273 0.367145 0.367149
0.938364 0.367147 0.367151
0.938455 0.36715 0.367153
0.938546 0.367152 0.367156
0.938637 0.367154 0.367158
0.938728 0.367156 0.36716
0.938819 0.367158 0.367162
0.93891 0.367161 0.367164
0.939001 0.367163 0.367167
0.939092 0.367165 0.367169
0.939184 0.367167 0.367171
0.939275 0.367169 0.367173
0.939366 0.367171 0.367175
0.939457 0.367174 0.367177
0.939548 0.367176 0.36718
0.939639 0.367178 0.367182
0.93973 0.36718 0.367184
0.939821 0.367182 0.367186
0.939912 0.367184 0.367188
0.940004 0.367186 0.36719
0.940095 0.367189 0.367192
0.940186 0.367191 0.367195
0.940277 0.367193 0.367197
0.940368 0.367195 0.367199
0.940459 0.367197 0.367201
0.940551 0.367199 0.367203
0.940642 0.367201 0.367205
0.940733 0.367203 0.367207
0.940824 0.367205 0.367209
0.940915 0.367208 0.367211
0.941007 0.36721 0.367214
0.941098 0.367212 0.367216
0.941189 0.367214 0.367218
0.94128 0.367216 0.36722
0.941372 0.367218 0.367222
0.941463 0.36722 0.367224
0.941554 0.367222 0.367226
0.941646 0.367224 0.367228
0.941737 0.367226 0.36723
0.941828 0.367228 0.367232
0.94192 0.367231 0.367234
0.942011 0.367233 0.367236
0.942102 0.367235 0.367239
0.942194 0.367237 0.367241
0.942285 0.367239 0.367243
0.942376 0.367241 0.367245
0.942468 0.367243 0.367247
0.942559 0.367245 0.367249
0.942651 0.367247 0.367251
0.942742 0.367249 0.367253
0.942833 0.367251 0.367255
0.942925 0.367253 0.367257
0.943016 0.367255 0.367259
0.943108 0.367257 0.367261
0.943199 0.367259 0.367263
0.943291 0.367261 0.367265
0.943382 0.367263 0.367267
0.943474 0.367265 0.367269
0.943565 0.367267 0.367271
0.943656 0.367269 0.367273
0.943748 0.367271 0.367275
0.94384 0.367273 0.367277
0.943931 0.367275 0.367279
0.944023 0.367277 0.367281
0.944114 0.367279 0.367283
0.944206 0.367281 0.367285
0.944297 0.367283 0.367287
0.944389 0.367285 0.367289
0.94448 0.367287 0.367291
0.944572 0.367289 0.367293
0.944664 0.367291 0.367295
0.944755 0.367293 0.367297
0.944847 0.367295 0.367299
0.944938 0.367297 0.367301
0.94503 0.367299 0.367303
0.945122 0.367301 0.367305
0.945213 0.367303 0.367307
0.945305 0.367305 0.367309
0.945397 0.367307 0.367311
0.945488 0.367309 0.367313
0.94558 0.367311 0.367315
0.945672 0.367313 0.367316
0.945763 0.367314 0.367318
0.945855 0.367316 0.36732
0.945947 0.367318 0.367322
0.946038 0.36732 0.367324
0.94613 0.367322 0.367326
0.946222 0.367324 0.367328
0.946314 0.367326 0.36733
0.946405 0.367328 0.367332
0.946497 0.36733 0.367334
0.946589 0.367332 0.367336
0.946681 0.367334 0.367338
0.946773 0.367336 0.367339
0.946864 0.367337 0.367341
0.946956 0.367339 0.367343
0.947048 0.367341 0.367345
0.94714 0.367343 0.367347
0.947232 0.367345 0.367349
0.947324 0.367347 0.367351
0.947415 0.367349 0.367353
0.947507 0.367351 0.367355
0.947599 0.367352 0.367356
0.947691 0.367354 0.367358
0.947783 0.367356 0.36736
0.947875 0.367358 0.367362
0.947967 0.36736 0.367364
0.948059 0.367362 0.367366
0.948151 0.367364 0.367368
0.948243 0.367365 0.367369
0.948335 0.367367 0.367371
0.948426 0.367369 0.367373
0.948518 0.367371 0.367375
0.94861 0.367373 0.367377
0.948702 0.367375 0.367379
0.948794 0.367376 0.36738
0.948886 0.367378 0.367382
0.948978 0.36738 0.367384
0.94907 0.367382 0.367386
0.949162 0.367384 0.367388
0.949254 0.367385 0.367389
0.949347 0.367387 0.367391
0.949439 0.367389 0.367393
0.949531 0.367391 0.367395
0.949623 0.367393 0.367397
0.949715 0.367394 0.367398
0.949807 0.367396 0.3674
0.949899 0.367398 0.367402
0.949991 0.3674 0.367404
0.950083 0.367402 0.367406
0.950175 0.367403 0.367407
0.950267 0.367405 0.367409
0.95036 0.367407 0.367411
0.950452 0.367409 0.367413
0.950544 0.36741 0.367414
0.950636 0.367412 0.367416
0.950728 0.367414 0.367418
0.95082 0.367416 0.36742
0.950913 0.367417 0.367421
0.951005 0.367419 0.367423
0.951097 0.367421 0.367425
0.951189 0.367423 0.367427
0.951282 0.367424 0.367428
0.951374 0.367426 0.36743
0.951466 0.367428 0.367432
0.951558 0.36743 0.367434
0.951651 0.367431 0.367435
0.951743 0.367433 0.367437
0.951835 0.367435 0.367439
0.951927 0.367437 0.36744
0.95202 0.367438 0.367442
0.952112 0.36744 0.367444
0.952204 0.367442 0.367446
0.952297 0.367443 0.367447
0.952389 0.367445 0.367449
0.952481 0.367447 0.367451
0.952574 0.367448 0.367452
0.952666 0.36745 0.367454
0.952759 0.367452 0.367456
0.952851 0.367453 0.367457
0.952943 0.367455 0.367459
0.953036 0.367457 0.367461
0.953128 0.367458 0.367462
0.953221 0.36746 0.367464
0.953313 0.367462 0.367466
0.953405 0.367463 0.367467
0.953498 0.367465 0.367469
0.95359 0.367467 0.367471
0.953683 0.367468 0.367472
0.953775 0.36747 0.367474
0.953868 0.367472 0.367476
0.95396 0.367473 0.367477
0.954053 0.367475 0.367479
0.954145 0.367477 0.367481
0.954238 0.367478 0.367482
0.95433 0.36748 0.367484
0.954423 0.367482 0.367486
0.954515 0.367483 0.367487
0.954608 0.367485 0.367489
0.954701 0.367486 0.36749
0.954793 0.367488 0.367492
0.954886 0.36749 0.367494
0.954978 0.367491 0.367495
0.955071 0.367493 0.367497
0.955164 0.367494 0.367498
0.955256 0.367496 0.3675
0.955349 0.367498 0.367502
0.955441 0.367499 0.367503
0.955534 0.367501 0.367505
0.955627 0.367502 0.367506
0.955719 0.367504 0.367508
0.955812 0.367506 0.36751
0.955905 0.367507 0.367511
0.955997 0.367509 0.367513
0.95609 0.36751 0.367514
0.956183 0.367512 0.367516
0.956276 0.367513 0.367517
0.956368 0.367515 0.367519
0.956461 0.367516 0.36752
0.956554 0.367518 0.367522
0.956647 0.36752 0.367524
0.956739 0.367521 0.367525
0.956832 0.367523 0.367527
0.956925 0.367524 0.367528
0.957018 0.367526 0.36753
0.95711 0.367527 0.367531
0.957203 0.367529 0.367533
0.957296 0.36753 0.367534
0.957389 0.367532 0.367536
0.957482 0.367533 0.367537
0.957575 0.367535 0.367539
0.957667 0.367536 0.36754
0.95776 0.367538 0.367542
0.957853 0.367539 0.367543
0.957946 0.367541 0.367545
0.958039 0.367542 0.367546
0.958132 0.367544 0.367548
0.958225 0.367545 0.367549
0.958318 0.367547 0.367551
0.958411 0.367548 0.367552
0.958504 0.36755 0.367554
0.958597 0.367551 0.367555
0.95869 0.367553 0.367557
0.958783 0.367554 0.367558
0.958875 0.367556 0.36756
0.958968 0.367557 0.367561
0.959061 0.367559 0.367563
0.959154 0.36756 0.367564
0.959247 0.367561 0.367566
0.95934 0.367563 0.367567
0.959434 0.367564 0.367568
0.959527 0.367566 0.36757
0.95962 0.367567 0.367571
0.959713 0.367569 0.367573
0.959806 0.36757 0.367574
0.959899 0.367572 0.367576
0.959992 0.367573 0.367577
0.960085 0.367574 0.367578
0.960178 0.367576 0.36758
0.960271 0.367577 0.367581
0.960364 0.367579 0.367583
0.960457 0.36758 0.367584
0.960551 0.367581 0.367586
0.960644 0.367583 0.367587
0.960737 0.367584 0.367588
0.96083 0.367586 0.36759
0.960923 0.367587 0.367591
0.961016 0.367588 0.367593
0.96111 0.36759 0.367594
0.961203 0.367591 0.367595
0.961296 0.367593 0.367597
0.961389 0.367594 0.367598
0.961483 0.367595 0.367599
0.961576 0.367597 0.367601
0.961669 0.367598 0.367602
0.961762 0.367599 0.367604
0.961856 0.367601 0.367605
0.961949 0.367602 0.367606
0.962042 0.367604 0.367608
0.962135 0.367605 0.367609
0.962229 0.367606 0.36761
0.962322 0.367608 0.367612
0.962415 0.367609 0.367613
0.962509 0.36761 0.367614
0.962602 0.367612 0.367616
0.962695 0.367613 0.367617
0.962789 0.367614 0.367618
0.962882 0.367616 0.36762
0.962976 0.367617 0.367621
0.963069 0.367618 0.367622
0.963162 0.36762 0.367624
0.963256 0.367621 0.367625
0.963349 0.367622 0.367626
0.963443 0.367623 0.367628
0.963536 0.367625 0.367629
0.963629 0.367626 0.36763
0.963723 0.367627 0.367631
0.963816 0.367629 0.367633
0.96391 0.36763 0.367634
0.964003 0.367631 0.367635
0.964097 0.367632 0.367637
0.96419 0.367634 0.367638
0.964284 0.367635 0.367639
0.964377 0.367636 0.36764
0.964471 0.367638 0.367642
0.964564 0.367639 0.367643
0.964658 0.36764 0.367644
0.964752 0.367641 0.367645
0.964845 0.367643 0.367647
0.964939 0.367644 0.367648
0.965032 0.367645 0.367649
0.965126 0.367646 0.36765
0.965219 0.367648 0.367652
0.965313 0.367649 0.367653
0.965407 0.36765 0.367654
0.9655 0.367651 0.367655
0.965594 0.367653 0.367657
0.965688 0.367654 0.367658
0.965781 0.367655 0.367659
0.965875 0.367656 0.36766
0.965969 0.367657 0.367662
0.966062 0.367659 0.367663
0.966156 0.36766 0.367664
0.96625 0.367661 0.367665
0.966343 0.367662 0.367666
0.966437 0.367663 0.367668
0.966531 0.367665 0.367669
0.966625 0.367666 0.36767
0.966718 0.367667 0.367671
0.966812 0.367668 0.367672
0.966906 0.367669 0.367673
0.967 0.367671 0.367675
0.967093 0.367672 0.367676
0.967187 0.367673 0.367677
0.967281 0.367674 0.367678
0.967375 0.367675 0.367679
0.967469 0.367676 0.367681
0.967563 0.367678 0.367682
0.967656 0.367679 0.367683
0.96775 0.36768 0.367684
0.967844 0.367681 0.367685
0.967938 0.367682 0.367686
0.968032 0.367683 0.367687
0.968126 0.367684 0.367689
0.96822 0.367686 0.36769
0.968314 0.367687 0.367691
0.968407 0.367688 0.367692
0.968501 0.367689 0.367693
0.968595 0.36769 0.367694
0.968689 0.367691 0.367695
0.968783 0.367692 0.367696
0.968877 0.367693 0.367698
0.968971 0.367694 0.367699
0.969065 0.367696 0.3677
0.969159 0.367697 0.367701
0.969253 0.367698 0.367702
0.969347 0.367699 0.367703
0.969441 0.3677 0.367704
0.969535 0.367701 0.367705
0.969629 0.367702 0.367706
0.969723 0.367703 0.367707
0.969817 0.367704 0.367708
0.969911 0.367705 0.36771
0.970006 0.367706 0.367711
0.9701 0.367708 0.367712
0.970194 0.367709 0.367713
0.970288 0.36771 0.367714
0.970382 0.367711 0.367715
0.970476 0.367712 0.367716
0.97057 0.367713 0.367717
0.970664 0.367714 0.367718
0.970758 0.367715 0.367719
0.970853 0.367716 0.36772
0.970947 0.367717 0.367721
0.971041 0.367718 0.367722
0.971135 0.367719 0.367723
0.971229 0.36772 0.367724
0.971324 0.367721 0.367725
0.971418 0.367722 0.367726
0.971512 0.367723 0.367727
0.971606 0.367724 0.367728
0.971701 0.367725 0.367729
0.971795 0.367726 0.36773
0.971889 0.367727 0.367731
0.971983 0.367728 0.367732
0.972078 0.367729 0.367733
0.972172 0.36773 0.367734
0.972266 0.367731 0.367735
0.972361 0.367732 0.367736
0.972455 0.367733 0.367737
0.972549 0.367734 0.367738
0.972644 0.367735 0.367739
0.972738 0.367736 0.36774
0.972832 0.367737 0.367741
0.972927 0.367738 0.367742
0.973021 0.367739 0.367743
0.973115 0.36774 0.367744
0.97321 0.367741 0.367745
0.973304 0.367742 0.367746
0.973399 0.367743 0.367747
0.973493 0.367744 0.367748
0.973587 0.367745 0.367749
0.973682 0.367746 0.36775
0.973776 0.367747 0.367751
0.973871 0.367747 0.367752
0.973965 0.367748 0.367753
0.97406 0.367749 0.367754
0.974154 0.36775 0.367754
0.974249 0.367751 0.367755
0.974343 0.367752 0.367756
0.974438 0.367753 0.367757
0.974532 0.367754 0.367758
0.974627 0.367755 0.367759
0.974721 0.367756 0.36776
0.974816 0.367757 0.367761
0.974911 0.367757 0.367762
0.975005 0.367758 0.367763
0.9751 0.367759 0.367763
0.975194 0.36776 0.367764
0.975289 0.367761 0.367765
0.975384 0.367762 0.367766
0.975478 0.367763 0.367767
0.975573 0.367764 0.367768
0.975667 0.367765 0.367769
0.975762 0.367765 0.36777
0.975857 0.367766 0.36777
0.975951 0.367767 0.367771
0.976046 0.367768 0.367772
0.976141 0.367769 0.367773
0.976236 0.36777 0.367774
0.97633 0.367771 0.367775
0.976425 0.367771 0.367776
0.97652 0.367772 0.367776
0.976614 0.367773 0.367777
0.976709 0.367774 0.367778
0.976804 0.367775 0.367779
0.976899 0.367776 0.36778
0.976993 0.367776 0.367781
0.977088 0.367777 0.367781
0.977183 0.367778 0.367782
0.977278 0.367779 0.367783
0.977373 0.36778 0.367784
0.977468 0.36778 0.367785
0.977562 0.367781 0.367785
0.977657 0.367782 0.367786
0.977752 0.367783 0.367787
0.977847 0.367784 0.367788
0.977942 0.367784 0.367789
0.978037 0.367785 0.367789
0.978132 0.367786 0.36779
0.978226 0.367787 0.367791
0.978321 0.367787 0.367792
0.978416 0.367788 0.367793
0.978511 0.367789 0.367793
0.978606 0.36779 0.367794
0.978701 0.367791 0.367795
0.978796 0.367791 0.367796
0.978891 0.367792 0.367796
0.978986 0.367793 0.367797
0.979081 0.367794 0.367798
0.979176 0.367794 0.367799
0.979271 0.367795 0.367799
0.979366 0.367796 0.3678
0.979461 0.367797 0.367801
0.979556 0.367797 0.367802
0.979651 0.367798 0.367802
0.979746 0.367799 0.367803
0.979841 0.367799 0.367804
0.979936 0.3678 0.367804
0.980031 0.367801 0.367805
0.980127 0.367802 0.367806
0.980222 0.367802 0.367807
0.980317 0.367803 0.367807
0.980412 0.367804 0.367808
0.980507 0.367804 0.367809
0.980602 0.367805 0.367809
0.980697 0.367806 0.36781
0.980792 0.367806 0.367811
0.980888 0.367807 0.367811
0.980983 0.367808 0.367812
0.981078 0.367808 0.367813
0.981173 0.367809 0.367813
0.981268 0.36781 0.367814
0.981364 0.36781 0.367815
0.981459 0.367811 0.367815
0.981554 0.367812 0.367816
0.981649 0.367812 0.367817
0.981745 0.367813 0.367817
0.98184 0.367814 0.367818
0.981935 0.367814 0.367819
0.98203 0.367815 0.367819
0.982126 0.367816 0.36782
0.982221 0.367816 0.367821
0.982316 0.367817 0.367821
0.982412 0.367818 0.367822
0.982507 0.367818 0.367822
0.982602 0.367819 0.367823
0.982698 0.367819 0.367824
0.982793 0.36782 0.367824
0.982888 0.367821 0.367825
0.982984 0.367821 0.367826
0.983079 0.367822 0.367826
0.983175 0.367822 0.367827
0.98327 0.367823 0.367827
0.983365 0.367824 0.367828
0.983461 0.367824 0.367829
0.983556 0.367825 0.367829
0.983652 0.367825 0.36783
0.983747 0.367826 0.36783
0.983843 0.367827 0.367831
0.983938 0.367827 0.367831
0.984034 0.367828 0.367832
0.984129 0.367828 0.367833
0.984225 0.367829 0.367833
0.98432 0.367829 0.367834
0.984416 0.36783 0.367834
0.984511 0.367831 0.367835
0.984607 0.367831 0.367835
0.984702 0.367832 0.367836
0.984798 0.367832 0.367836
0.984893 0.367833 0.367837
0.984989 0.367833 0.367838
0.985085 0.367834 0.367838
0.98518 0.367834 0.367839
0.985276 0.367835 0.367839
0.985372 0.367835 0.36784
0.985467 0.367836 0.36784
0.985563 0.367836 0.367841
0.985658 0.367837 0.367841
0.985754 0.367837 0.367842
0.98585 0.367838 0.367842
0.985945 0.367838 0.367843
0.986041 0.367839 0.367843
0.986137 0.367839 0.367844
0.986233 0.36784 0.367844
0.986328 0.36784 0.367845
0.986424 0.367841 0.367845
0.98652 0.367841 0.367846
0.986616 0.367842 0.367846
0.986711 0.367842 0.367847
0.986807 0.367843 0.367847
0.986903 0.367843 0.367848
0.986999 0.367844 0.367848
0.987094 0.367844 0.367849
0.98719 0.367845 0.367849
0.987286 0.367845 0.367849
0.987382 0.367846 0.36785
0.987478 0.367846 0.36785
0.987574 0.367846 0.367851
0.987669 0.367847 0.367851
0.987765 0.367847 0.367852
0.987861 0.367848 0.367852
0.987957 0.367848 0.367853
0.988053 0.367849 0.367853
0.988149 0.367849 0.367853
0.988245 0.367849 0.367854
0.988341 0.36785 0.367854
0.988437 0.36785 0.367855
0.988533 0.367851 0.367855
0.988629 0.367851 0.367855
0.988725 0.367852 0.367856
0.988821 0.367852 0.367856
0.988917 0.367852 0.367857
0.989012 0.367853 0.367857
0.989109 0.367853 0.367857
0.989205 0.367853 0.367858
0.989301 0.367854 0.367858
0.989397 0.367854 0.367859
0.989493 0.367855 0.367859
0.989589 0.367855 0.367859
0.989685 0.367855 0.36786
0.989781 0.367856 0.36786
0.989877 0.367856 0.36786
0.989973 0.367856 0.367861
0.990069 0.367857 0.367861
0.990165 0.367857 0.367862
0.990261 0.367857 0.367862
0.990357 0.367858 0.367862
0.990454 0.367858 0.367863
0.99055 0.367859 0.367863
0.990646 0.367859 0.367863
0.990742 0.367859 0.367864
0.990838 0.36786 0.367864
0.990934 0.36786 0.367864
0.991031 0.36786 0.367865
0.991127 0.36786 0.367865
0.991223 0.367861 0.367865
0.991319 0.367861 0.367866
0.991416 0.367861 0.367866
0.991512 0.367862 0.367866
0.991608 0.367862 0.367866
0.991704 0.367862 0.367867
0.991801 0.367863 0.367867
0.991897 0.367863 0.367867
0.991993 0.367863 0.367868
0.99209 0.367863 0.367868
0.992186 0.367864 0.367868
0.992282 0.367864 0.367868
0.992379 0.367864 0.367869
0.992475 0.367865 0.367869
0.992571 0.367865 0.367869
0.992668 0.367865 0.36787
0.992764 0.367865 0.36787
0.99286 0.367866 0.36787
0.992957 0.367866 0.36787
0.993053 0.367866 0.367871
0.99315 0.367866 0.367871
0.993246 0.367867 0.367871
0.993343 0.367867 0.367871
0.993439 0.367867 0.367871
0.993535 0.367867 0.367872
0.993632 0.367868 0.367872
0.993728 0.367868 0.367872
0.993825 0.367868 0.367872
0.993921 0.367868 0.367873
0.994018 0.367868 0.367873
0.994114 0.367869 0.367873
0.994211 0.367869 0.367873
0.994307 0.367869 0.367873
0.994404 0.367869 0.367874
0.994501 0.367869 0.367874
0.994597 0.36787 0.367874
0.994694 0.36787 0.367874
0.99479 0.36787 0.367874
0.994887 0.36787 0.367875
0.994983 0.36787 0.367875
0.99508 0.367871 0.367875
0.995177 0.367871 0.367875
0.995273 0.367871 0.367875
0.99537 0.367871 0.367875
0.995467 0.367871 0.367876
0.995563 0.367871 0.367876
0.99566 0.367872 0.367876
0.995757 0.367872 0.367876
0.995853 0.367872 0.367876
0.99595 0.367872 0.367876
0.996047 0.367872 0.367877
0.996144 0.367872 0.367877
0.99624 0.367872 0.367877
0.996337 0.367873 0.367877
0.996434 0.367873 0.367877
0.996531 0.367873 0.367877
0.996627 0.367873 0.367877
0.996724 0.367873 0.367877
0.996821 0.367873 0.367878
0.996918 0.367873 0.367878
0.997015 0.367873 0.367878
0.997111 0.367873 0.367878
0.997208 0.367874 0.367878
0.997305 0.367874 0.367878
0.997402 0.367874 0.367878
0.997499 0.367874 0.367878
0.997596 0.367874 0.367878
0.997693 0.367874 0.367878
0.997789 0.367874 0.367879
0.997886 0.367874 0.367879
0.997983 0.367874 0.367879
0.99808 0.367874 0.367879
0.998177 0.367874 0.367879
0.998274 0.367874 0.367879
0.998371 0.367874 0.367879
0.998468 0.367875 0.367879
0.998565 0.367875 0.367879
0.998662 0.367875 0.367879
0.998759 0.367875 0.367879
0.998856 0.367875 0.367879
0.998953 0.367875 0.367879
0.99905 0.367875 0.367879
0.999147 0.367875 0.367879
0.999244 0.367875 0.367879
0.999341 0.367875 0.367879
0.999438 0.367875 0.367879
0.999535 0.367875 0.367879
0.999632 0.367875 0.367879
0.99973 0.367875 0.367879
